id,category,store,2023-07-30,2023-08-15,2023-08-28,2023-09-09,2023-09-24
71808,TV,DDStore,30261.0,30261.0,30261.0,30261.0,30261.0
71811,TV,DDStore,32895.0,32895.0,32895.0,32895.0,32895.0
71813,TV,DDStore,71959.0,71959.0,71959.0,71959.0,71959.0
71814,TV,DDStore,29815.0,26529.0,26529.0,26529.0,26529.0
71815,TV,DDStore,30846.0,30846.0,30846.0,30846.0,30846.0
71817,TV,DDStore,56111.0,56111.0,56111.0,56111.0,56111.0
71818,TV,DDStore,23700.0,23700.0,23700.0,23700.0,23700.0
71820,TV,DDStore,29815.0,29815.0,29815.0,29815.0,29815.0
71823,TV,DDStore,50372.0,47254.0,47254.0,47254.0,47254.0
71824,TV,DDStore,38999.0,38999.0,38999.0,38999.0,38999.0
71825,TV,DDStore,23999.0,23999.0,23999.0,23999.0,23999.0
71827,TV,DDStore,19999.0,19999.0,19999.0,19999.0,19999.0
71828,TV,DDStore,38999.0,38999.0,38999.0,38999.0,38999.0
71829,TV,DDStore,28999.0,28999.0,28999.0,28999.0,28999.0
71831,TV,DDStore,25999.0,25999.0,25999.0,25999.0,25999.0
71833,TV,DDStore,64999.0,64999.0,64999.0,64999.0,64999.0
71834,TV,DDStore,12326.0,12326.0,12326.0,12326.0,12326.0
71836,TV,DDStore,12326.0,12326.0,12326.0,12326.0,12326.0
71837,TV,DDStore,28999.0,28999.0,28999.0,28999.0,28999.0
71838,TV,DDStore,16000.0,16000.0,16000.0,16000.0,16000.0
71839,TV,DDStore,70998.0,70998.0,70998.0,70998.0,70998.0
71842,TV,DDStore,8547.0,8547.0,8547.0,8547.0,8547.0
71844,TV,DDStore,29999.0,29999.0,29999.0,29999.0,29999.0
71845,TV,DDStore,189999.0,189999.0,189999.0,189999.0,189999.0
71846,TV,DDStore,19999.0,19999.0,19999.0,19999.0,19999.0
71847,GPU,DDStore,5990.0,5990.0,5990.0,5990.0,5990.0
71848,GPU,DDStore,5990.0,5990.0,5990.0,5990.0,5990.0
71849,GPU,DDStore,2598.0,2598.0,2598.0,2598.0,2598.0
71850,GPU,DDStore,5280.0,5280.0,5280.0,5280.0,5280.0
71851,GPU,DDStore,7409.0,7409.0,7409.0,7409.0,7409.0
71853,GPU,DDStore,26518.0,26518.0,26518.0,26518.0,26518.0
71854,GPU,DDStore,4930.0,4930.0,4930.0,4930.0,4930.0
71856,GPU,DDStore,2598.0,2598.0,2598.0,2598.0,2598.0
71858,GPU,DDStore,6220.0,6220.0,6220.0,6220.0,6220.0
71859,GPU,DDStore,2403.0,2531.0,2531.0,2531.0,2531.0
71860,GPU,DDStore,5750.0,5460.0,5460.0,5460.0,5460.0
71861,GPU,DDStore,10580.0,10580.0,10271.0,10271.0,10271.0
71862,GPU,DDStore,43980.0,43980.0,43980.0,43980.0,43980.0
71864,GPU,DDStore,7600.0,7600.0,7600.0,7600.0,7600.0
71865,GPU,DDStore,4727.0,4727.0,4727.0,4727.0,4727.0
71866,GPU,DDStore,2700.0,2700.0,2700.0,2700.0,2700.0
71867,GPU,DDStore,9350.0,9350.0,9350.0,9350.0,9350.0
71868,GPU,DDStore,6055.0,6055.0,6055.0,6055.0,6055.0
71869,GPU,DDStore,5800.0,5800.0,5800.0,5800.0,5800.0
71870,GPU,DDStore,18999.0,18999.0,18999.0,18999.0,18999.0
71871,GPU,DDStore,5181.0,5181.0,5181.0,5181.0,5181.0
71872,GPU,DDStore,5990.0,5990.0,5990.0,5990.0,5990.0
71873,GPU,DDStore,24980.0,24980.0,24980.0,24980.0,24980.0
71875,GPU,DDStore,5399.0,5399.0,5399.0,5399.0,5399.0
71878,GPU,DDStore,19999.0,19999.0,19999.0,17999.0,17999.0
71879,GPU,DDStore,3350.0,3350.0,3350.0,3350.0,3350.0
71880,GPU,DDStore,3465.0,3465.0,3465.0,3465.0,3465.0
71881,GPU,DDStore,5305.0,5305.0,5305.0,5305.0,5305.0
71882,GPU,DDStore,7938.0,7938.0,7938.0,7938.0,7938.0
71883,GPU,DDStore,33150.0,33150.0,33150.0,33150.0,33150.0
71884,GPU,DDStore,16569.0,16569.0,16569.0,16569.0,16569.0
71885,GPU,DDStore,24860.0,24860.0,24860.0,24860.0,24860.0
71886,GPU,DDStore,21344.0,21344.0,21344.0,21344.0,21344.0
71887,GPU,DDStore,27844.0,27844.0,27844.0,27844.0,27844.0
71889,GPU,DDStore,15077.0,15077.0,15077.0,15077.0,15077.0
71890,GPU,DDStore,10663.0,10663.0,10663.0,10663.0,10663.0
71891,GPU,DDStore,84715.0,87036.0,87036.0,87036.0,87036.0
71892,GPU,DDStore,33999.0,33999.0,33999.0,33999.0,33999.0
71894,GPU,DDStore,19999.0,19999.0,19999.0,19999.0,19999.0
71895,GPU,DDStore,10799.0,10799.0,10799.0,10799.0,10799.0
71897,GPU,DDStore,19800.0,19800.0,19800.0,19800.0,19800.0
71898,GPU,DDStore,10786.0,10786.0,10786.0,10786.0,10786.0
71901,GPU,DDStore,4930.0,4930.0,4930.0,4930.0,4930.0
71902,GPU,DDStore,4850.0,4850.0,4850.0,4850.0,4850.0
71906,GPU,DDStore,11540.0,11540.0,11540.0,11540.0,11540.0
71907,GPU,DDStore,5480.0,5480.0,5480.0,5480.0,5480.0
71909,GPU,DDStore,11998.0,11998.0,11998.0,11998.0,11998.0
71910,GPU,DDStore,20091.0,20091.0,20091.0,20091.0,20091.0
71911,GPU,DDStore,64599.0,64599.0,64599.0,64599.0,64599.0
71912,GPU,DDStore,57999.0,57999.0,57999.0,57999.0,57999.0
71916,GPU,DDStore,23999.0,23999.0,19999.0,18999.0,18999.0
71917,GPU,DDStore,11299.0,11299.0,11299.0,11299.0,11299.0
71919,GPU,DDStore,11998.0,11998.0,11998.0,11998.0,11998.0
71920,GPU,DDStore,11299.0,11299.0,11299.0,11299.0,11299.0
71921,GPU,DDStore,11130.0,11130.0,11130.0,11130.0,11130.0
71924,GPU,DDStore,137054.0,137054.0,137054.0,137054.0,137054.0
71925,GPU,DDStore,83980.0,83980.0,83980.0,83980.0,83980.0
71926,GPU,DDStore,64000.0,64000.0,64000.0,64000.0,64000.0
71928,GPU,DDStore,3490.0,3020.0,3020.0,3020.0,3020.0
71929,GPU,DDStore,5710.0,5710.0,5710.0,5710.0,5710.0
71932,GPU,DDStore,3699.0,3699.0,3699.0,3699.0,3699.0
71933,GPU,DDStore,5420.0,5420.0,5420.0,5420.0,5420.0
71935,GPU,DDStore,28999.0,28999.0,28999.0,28999.0,28999.0
71936,GPU,DDStore,65931.0,67130.0,67130.0,67130.0,67130.0
71937,GPU,DDStore,28980.0,27979.0,27979.0,27979.0,27979.0
71940,GPU,DDStore,7428.0,7428.0,7428.0,7428.0,7428.0
71941,GPU,DDStore,2499.0,2499.0,2499.0,2499.0,2499.0
71942,GPU,DDStore,27623.0,27623.0,27623.0,27623.0,27623.0
71943,GPU,DDStore,37571.0,37571.0,37571.0,37571.0,37571.0
71944,GPU,DDStore,20730.0,20730.0,20730.0,20730.0,20730.0
71945,GPU,DDStore,41980.0,41980.0,41980.0,41980.0,41980.0
71947,GPU,DDStore,88087.0,88087.0,88087.0,88087.0,88087.0
71948,GPU,DDStore,61860.0,61860.0,61860.0,61860.0,61860.0
71952,GPU,DDStore,30498.0,30498.0,30498.0,30498.0,30498.0
71953,GPU,DDStore,5199.0,5199.0,5199.0,5199.0,5199.0
71954,GPU,DDStore,10971.0,11190.0,11190.0,11190.0,11190.0
71955,GPU,DDStore,4800.0,4800.0,4800.0,4800.0,4800.0
71957,GPU,DDStore,24980.0,24980.0,24980.0,24980.0,24980.0
71958,GPU,DDStore,22979.0,22979.0,22979.0,22979.0,22979.0
71963,GPU,DDStore,46001.0,45130.0,45130.0,45130.0,45130.0
71964,GPU,DDStore,22461.0,22461.0,22461.0,22461.0,22461.0
71965,GPU,DDStore,19500.0,19500.0,19500.0,19500.0,19500.0
71966,GPU,DDStore,123500.0,123500.0,123500.0,123500.0,123500.0
71967,GPU,DDStore,22890.0,22890.0,22890.0,22890.0,22890.0
71968,GPU,DDStore,16960.0,16960.0,16960.0,16960.0,16960.0
71969,GPU,DDStore,10920.0,10920.0,10920.0,10920.0,10920.0
71971,CPU,DDStore,8000.0,8000.0,8000.0,8000.0,8000.0
71972,CPU,DDStore,3899.0,3899.0,3899.0,3899.0,3899.0
71973,CPU,DDStore,3999.0,3999.0,3999.0,3999.0,3999.0
71975,CPU,DDStore,5999.0,5999.0,5999.0,5999.0,5999.0
71976,CPU,DDStore,32979.0,29980.0,27979.0,27979.0,27979.0
71978,CPU,DDStore,4990.0,4990.0,4990.0,4479.0,4479.0
71980,CPU,DDStore,9641.0,9641.0,9641.0,9198.0,9198.0
71982,CPU,DDStore,7369.0,7369.0,7369.0,7369.0,7369.0
71983,CPU,DDStore,14499.0,14199.0,14199.0,13499.0,13499.0
71985,CPU,DDStore,10786.0,10786.0,10786.0,10786.0,10786.0
71986,CPU,DDStore,4249.0,4249.0,4249.0,4249.0,4249.0
71987,CPU,DDStore,4310.0,4310.0,4310.0,4114.0,4114.0
71988,CPU,DDStore,10478.0,10478.0,10478.0,10478.0,10478.0
71989,CPU,DDStore,15920.0,15920.0,15920.0,15920.0,15920.0
71990,CPU,DDStore,5201.0,5201.0,5201.0,5201.0,5201.0
71991,CPU,DDStore,10901.0,10901.0,10901.0,10901.0,10901.0
71992,CPU,DDStore,2491.0,2491.0,2491.0,2491.0,2491.0
71993,CPU,DDStore,2649.0,2649.0,2649.0,2649.0,2649.0
71994,CPU,DDStore,9528.0,9528.0,9528.0,9528.0,9528.0
71995,CPU,DDStore,15243.0,15243.0,15243.0,15243.0,15243.0
71996,CPU,DDStore,35858.0,35858.0,35858.0,35858.0,35858.0
71997,CPU,DDStore,4843.0,4843.0,4843.0,4843.0,4843.0
71998,CPU,DDStore,2947.0,2947.0,2947.0,2947.0,2947.0
71999,CPU,DDStore,9753.0,9753.0,9753.0,9753.0,9753.0
72000,CPU,DDStore,5182.0,5182.0,5182.0,5182.0,5182.0
72001,CPU,DDStore,13490.0,13490.0,13490.0,13490.0,12340.0
72002,CPU,DDStore,7419.0,7419.0,7419.0,7419.0,7419.0
72004,CPU,DDStore,4242.0,4242.0,4242.0,4242.0,4242.0
72006,CPU,DDStore,16550.0,15920.0,15920.0,15920.0,15920.0
72008,CPU,DDStore,4490.0,4490.0,4490.0,3980.0,3980.0
72009,CPU,DDStore,19266.0,19266.0,19266.0,19266.0,19266.0
72010,CPU,DDStore,23956.0,23956.0,23956.0,23956.0,23956.0
72011,CPU,DDStore,43030.0,43030.0,43030.0,43030.0,43030.0
72012,CPU,DDStore,4850.0,4850.0,4850.0,4850.0,4850.0
72013,CPU,DDStore,2911.0,2911.0,2911.0,2911.0,2911.0
72014,CPU,DDStore,5250.0,5250.0,5250.0,5250.0,5250.0
72015,CPU,DDStore,8550.0,8550.0,8550.0,8550.0,7980.0
72016,CPU,DDStore,6055.0,6055.0,6055.0,6055.0,6055.0
72017,CPU,DDStore,8399.0,8199.0,8199.0,8199.0,8199.0
72018,CPU,DDStore,7103.0,7103.0,7103.0,7103.0,7103.0
72022,CPU,DDStore,10766.0,9480.0,9480.0,9480.0,9480.0
72023,CPU,DDStore,12480.0,12480.0,11780.0,11780.0,11780.0
72025,CPU,DDStore,10548.0,10548.0,10548.0,10548.0,10548.0
72026,CPU,DDStore,33067.0,33067.0,33067.0,33067.0,33067.0
72027,CPU,DDStore,8618.0,8618.0,8618.0,8618.0,8618.0
72028,CPU,DDStore,20992.0,20992.0,20992.0,20992.0,20992.0
72029,CPU,DDStore,20992.0,20992.0,20992.0,20992.0,20992.0
72030,CPU,DDStore,22660.0,22660.0,22660.0,21112.0,21112.0
72032,CPU,DDStore,10799.0,10580.0,10580.0,10786.0,10786.0
72033,CPU,DDStore,7103.0,7103.0,7103.0,7103.0,7103.0
72035,CPU,DDStore,12071.0,12071.0,12071.0,12071.0,12071.0
72037,CPU,DDStore,6920.0,6614.0,6614.0,6614.0,6614.0
72039,CPU,DDStore,3450.0,3450.0,3450.0,3450.0,3450.0
72040,CPU,DDStore,8580.0,8580.0,8480.0,8480.0,8480.0
72043,CPU,DDStore,11900.0,11900.0,5300.0,5300.0,5300.0
72044,CPU,DDStore,6922.0,6922.0,6922.0,6922.0,6922.0
72046,CPU,DDStore,13153.0,13153.0,13153.0,12149.0,12149.0
72047,CPU,DDStore,11595.0,11595.0,11595.0,10436.0,10436.0
72048,CPU,DDStore,6880.0,6880.0,6880.0,6880.0,6880.0
72049,CPU,DDStore,9110.0,9110.0,9110.0,9110.0,9110.0
72050,CPU,DDStore,12540.0,12110.0,12110.0,12110.0,12110.0
72051,CPU,DDStore,2200.0,2200.0,2200.0,2200.0,2200.0
72052,CPU,DDStore,4130.0,4130.0,4130.0,4130.0,4130.0
72053,CPU,DDStore,4599.0,4599.0,4599.0,4599.0,4599.0
72054,CPU,DDStore,3699.0,3699.0,3699.0,3699.0,3699.0
72055,CPU,DDStore,20680.0,21960.0,21960.0,21960.0,21500.0
72056,CPU,DDStore,12800.0,11901.0,11901.0,11901.0,11901.0
72057,CPU,DDStore,24838.0,24838.0,24838.0,24838.0,24838.0
72058,CPU,DDStore,7619.0,7619.0,7619.0,7619.0,7619.0
72060,CPU,DDStore,28176.0,28176.0,28176.0,28176.0,28176.0
72061,CPU,DDStore,30276.0,30276.0,30276.0,28729.0,28729.0
72064,CPU,DDStore,10123.0,10123.0,10123.0,10123.0,9955.0
72066,CPU,DDStore,14315.0,13800.0,13800.0,13800.0,13800.0
72071,CPU,DDStore,21980.0,21980.0,21980.0,21980.0,21980.0
72072,CPU,DDStore,30490.0,30490.0,30490.0,30490.0,30490.0
72074,CPU,DDStore,37980.0,37980.0,37280.0,37280.0,37280.0
72076,CPU,DDStore,30000.0,30000.0,30000.0,28999.0,28999.0
72077,CPU,DDStore,8190.0,8190.0,8190.0,8190.0,8190.0
72080,CPU,DDStore,8480.0,8480.0,8480.0,8480.0,8480.0
72084,CPU,DDStore,9073.0,9073.0,9073.0,9073.0,9073.0
72088,CPU,DDStore,11595.0,11595.0,11595.0,11595.0,11317.0
72089,CPU,DDStore,4790.0,4790.0,4790.0,5090.0,5090.0
72090,CPU,DDStore,48980.0,46980.0,45981.0,45981.0,45981.0
72091,CPU,DDStore,8623.0,8623.0,8623.0,8623.0,8623.0
72095,CPU,DDStore,4600.0,4600.0,4600.0,4600.0,4600.0
72097,CPU,DDStore,4500.0,4500.0,4500.0,4500.0,4500.0
72098,CPU,DDStore,42740.0,42740.0,42740.0,42740.0,42740.0
72099,CPU,DDStore,8070.0,8070.0,8070.0,8070.0,8070.0
72100,CPU,DDStore,7470.0,7470.0,7470.0,7470.0,7470.0
72101,CPU,DDStore,21999.0,21999.0,21999.0,21999.0,21999.0
72103,CPU,DDStore,7419.0,7134.0,7134.0,7134.0,7134.0
72104,CPU,DDStore,4280.0,4280.0,4280.0,4249.0,4249.0
72105,CPU,DDStore,8791.0,9041.0,9041.0,9041.0,9041.0
72106,CPU,DDStore,10981.0,10817.0,10817.0,10817.0,10817.0
72107,CPU,DDStore,15380.0,15380.0,15380.0,15380.0,15380.0
72108,CPU,DDStore,13981.0,13981.0,13981.0,13981.0,13981.0
72109,CPU,DDStore,27959.0,28010.0,28010.0,28010.0,28010.0
72110,CPU,DDStore,24970.0,24970.0,24970.0,24970.0,24970.0
72111,CPU,DDStore,40121.0,40121.0,40121.0,40121.0,40121.0
72112,CPU,DDStore,48910.0,48910.0,48910.0,48910.0,48910.0
72116,LAPTOP,EKupi,57690.0,57690.0,57690.0,55890.0,55890.0
72118,LAPTOP,EKupi,57690.0,57690.0,57690.0,55890.0,55890.0
72119,LAPTOP,EKupi,57690.0,57690.0,57690.0,55890.0,57690.0
72120,LAPTOP,EKupi,49999.0,49999.0,49999.0,49999.0,49999.0
72121,LAPTOP,EKupi,66990.0,66990.0,66990.0,66990.0,66990.0
72123,LAPTOP,EKupi,79999.0,79999.0,79999.0,79999.0,79999.0
72124,LAPTOP,EKupi,112690.0,112690.0,112690.0,112690.0,112690.0
72125,LAPTOP,EKupi,91690.0,91690.0,91690.0,91690.0,91690.0
72126,LAPTOP,EKupi,112690.0,112690.0,112690.0,112690.0,112690.0
72127,LAPTOP,EKupi,91690.0,91690.0,91690.0,91690.0,91690.0
72128,LAPTOP,EKupi,91690.0,91690.0,91690.0,91690.0,91690.0
72129,LAPTOP,EKupi,112690.0,112690.0,112690.0,112690.0,112690.0
72130,LAPTOP,EKupi,112690.0,112690.0,112690.0,112690.0,112690.0
72135,LAPTOP,EKupi,96990.0,96990.0,96990.0,96990.0,94990.0
72136,LAPTOP,EKupi,92990.0,92990.0,92990.0,92990.0,87990.0
72138,LAPTOP,EKupi,26899.0,26899.0,26899.0,26899.0,20490.0
72139,LAPTOP,EKupi,27990.0,27990.0,27990.0,27990.0,27990.0
72140,LAPTOP,EKupi,65990.0,65990.0,65990.0,65990.0,62999.0
72141,LAPTOP,EKupi,66590.0,66590.0,66590.0,66590.0,64290.0
72142,LAPTOP,EKupi,95990.0,95990.0,95990.0,95990.0,109990.0
72143,LAPTOP,EKupi,29999.0,29999.0,29999.0,29999.0,29590.0
72144,LAPTOP,EKupi,67990.0,67990.0,67990.0,67990.0,79990.0
72145,LAPTOP,EKupi,45590.0,45590.0,45590.0,45590.0,45590.0
72147,LAPTOP,EKupi,251090.0,251090.0,251090.0,251090.0,251090.0
72148,LAPTOP,EKupi,183190.0,183190.0,183190.0,183190.0,183190.0
72149,LAPTOP,EKupi,196790.0,196790.0,196790.0,196790.0,196790.0
72150,LAPTOP,EKupi,196790.0,196790.0,196790.0,196790.0,196790.0
72151,LAPTOP,EKupi,183190.0,183190.0,183190.0,183190.0,183190.0
72152,LAPTOP,EKupi,251090.0,251090.0,251090.0,251090.0,251090.0
72153,LAPTOP,EKupi,183190.0,183190.0,183190.0,183190.0,183190.0
72154,LAPTOP,EKupi,147690.0,147690.0,147690.0,147690.0,147690.0
72155,LAPTOP,EKupi,183190.0,183190.0,183190.0,183190.0,183190.0
72156,LAPTOP,EKupi,183190.0,183190.0,183190.0,183190.0,183190.0
72157,LAPTOP,EKupi,183190.0,183190.0,183190.0,183190.0,183190.0
72158,LAPTOP,EKupi,97490.0,97490.0,97490.0,97490.0,97490.0
72159,LAPTOP,EKupi,97490.0,97490.0,97490.0,97490.0,97490.0
72161,LAPTOP,EKupi,136999.0,136999.0,136999.0,136999.0,136999.0
72164,LAPTOP,EKupi,27990.0,27990.0,27990.0,27990.0,25999.0
72166,LAPTOP,EKupi,32990.0,32990.0,31990.0,32990.0,32990.0
72173,LAPTOP,EKupi,20990.0,20990.0,20990.0,20990.0,20990.0
72174,LAPTOP,EKupi,18999.0,18999.0,18999.0,18999.0,18999.0
72175,LAPTOP,EKupi,28990.0,28990.0,28990.0,28990.0,28990.0
72176,LAPTOP,EKupi,24999.0,24999.0,24590.0,24999.0,24999.0
72177,LAPTOP,EKupi,45990.0,45990.0,45590.0,45990.0,45990.0
72178,LAPTOP,EKupi,40999.0,40999.0,40590.0,40999.0,40999.0
72179,LAPTOP,EKupi,39999.0,39999.0,39999.0,39999.0,39999.0
72180,LAPTOP,EKupi,24999.0,24999.0,22590.0,22590.0,22590.0
72181,LAPTOP,EKupi,21999.0,21999.0,21590.0,21999.0,21999.0
72182,PHONE,EKupi,59990.0,59990.0,57990.0,56900.0,56900.0
72183,PHONE,EKupi,17490.0,17490.0,17490.0,17490.0,17490.0
72184,PHONE,EKupi,13999.0,13999.0,13999.0,12999.0,12999.0
72185,PHONE,EKupi,61890.0,61890.0,61890.0,61890.0,61890.0
72186,PHONE,EKupi,59990.0,59990.0,59990.0,56900.0,56900.0
72187,PHONE,EKupi,84890.0,84890.0,84890.0,81900.0,81900.0
72188,PHONE,EKupi,65990.0,65990.0,65990.0,65990.0,65990.0
72189,PHONE,EKupi,82999.0,82999.0,82999.0,82999.0,82999.0
72190,PHONE,EKupi,29890.0,29890.0,29890.0,29890.0,29890.0
72191,PHONE,EKupi,67990.0,67990.0,67990.0,65990.0,65990.0
72192,PHONE,EKupi,84990.0,84990.0,84990.0,84990.0,84990.0
72193,PHONE,EKupi,65990.0,65990.0,65990.0,65990.0,65990.0
72194,PHONE,EKupi,65990.0,65990.0,65990.0,65990.0,65990.0
72195,PHONE,EKupi,92890.0,92890.0,92890.0,92890.0,92890.0
72196,PHONE,EKupi,61990.0,61990.0,61990.0,61990.0,61990.0
72197,PHONE,EKupi,76590.0,76590.0,76590.0,75900.0,75900.0
72198,PHONE,EKupi,92890.0,92890.0,92890.0,92890.0,92890.0
72199,PHONE,EKupi,29890.0,29890.0,29890.0,29890.0,28800.0
72200,PHONE,EKupi,17490.0,17490.0,17490.0,17490.0,17490.0
72201,PHONE,EKupi,17490.0,17490.0,17490.0,17490.0,17490.0
72202,PHONE,EKupi,24999.0,24999.0,24999.0,24999.0,24999.0
72203,PHONE,EKupi,28499.0,24999.0,24999.0,24999.0,24999.0
72205,PHONE,EKupi,57990.0,57890.0,57890.0,57890.0,57890.0
72206,PHONE,EKupi,8990.0,9699.0,9699.0,9699.0,9699.0
72207,PHONE,EKupi,8990.0,9699.0,9699.0,9699.0,9699.0
72208,PHONE,EKupi,7499.0,7099.0,7099.0,7099.0,7099.0
72209,PHONE,EKupi,84890.0,84890.0,84890.0,81900.0,81900.0
72210,PHONE,EKupi,84890.0,84890.0,84890.0,81900.0,81900.0
72211,PHONE,EKupi,114990.0,114990.0,114990.0,110990.0,110990.0
72212,PHONE,EKupi,65990.0,65990.0,65990.0,65990.0,65990.0
72213,PHONE,EKupi,84890.0,84890.0,84890.0,81900.0,81900.0
72214,PHONE,EKupi,76590.0,76590.0,76590.0,75900.0,75900.0
72215,PHONE,EKupi,82999.0,82999.0,82999.0,82990.0,82990.0
72216,PHONE,EKupi,84990.0,84990.0,84990.0,84990.0,84990.0
72217,PHONE,EKupi,101890.0,101890.0,101890.0,101890.0,101890.0
72218,PHONE,EKupi,119990.0,119990.0,119990.0,119990.0,119990.0
72219,PHONE,EKupi,59990.0,59990.0,59990.0,56900.0,56900.0
72220,PHONE,EKupi,76590.0,76590.0,76590.0,75890.0,75890.0
72221,PHONE,EKupi,74990.0,74990.0,74990.0,74990.0,74990.0
72222,PHONE,EKupi,67990.0,67990.0,67990.0,65990.0,65990.0
72223,PHONE,EKupi,67990.0,67990.0,67990.0,65990.0,65990.0
72224,PHONE,EKupi,76590.0,76590.0,76590.0,75900.0,75900.0
72225,PHONE,EKupi,101890.0,101890.0,101890.0,101890.0,101890.0
72226,PHONE,EKupi,74990.0,74990.0,74990.0,74990.0,74990.0
72227,PHONE,EKupi,101890.0,101890.0,101890.0,101890.0,101890.0
72228,PHONE,EKupi,129999.0,129999.0,129999.0,129999.0,129999.0
72229,PHONE,EKupi,82999.0,82999.0,82999.0,82999.0,82999.0
72230,PHONE,EKupi,129999.0,129999.0,129999.0,129999.0,129999.0
72231,PHONE,EKupi,92890.0,92890.0,92890.0,92890.0,92890.0
72232,PHONE,EKupi,59990.0,59990.0,59990.0,56900.0,56900.0
72233,PHONE,EKupi,84990.0,84990.0,84990.0,84990.0,84990.0
72234,PHONE,EKupi,59990.0,59990.0,59990.0,56900.0,56900.0
72235,PHONE,EKupi,114990.0,114990.0,114990.0,110990.0,110990.0
72236,PHONE,EKupi,129999.0,129999.0,129999.0,129999.0,129999.0
72237,PHONE,EKupi,92890.0,92890.0,92890.0,92890.0,92890.0
72238,PHONE,EKupi,114990.0,114990.0,114990.0,110990.0,110990.0
72239,PHONE,EKupi,101890.0,101890.0,101890.0,101890.0,101890.0
72240,PHONE,EKupi,119990.0,119990.0,119990.0,119990.0,119990.0
72241,PHONE,EKupi,129999.0,129999.0,129999.0,129999.0,129999.0
72242,PHONE,EKupi,67990.0,67990.0,67990.0,65990.0,65990.0
72243,PHONE,EKupi,119990.0,119990.0,119990.0,119990.0,119990.0
72244,PHONE,EKupi,74990.0,74990.0,74990.0,74990.0,74990.0
72245,PHONE,EKupi,74990.0,74990.0,74990.0,74990.0,74990.0
72246,PHONE,EKupi,65990.0,65990.0,65990.0,65990.0,65990.0
72247,PHONE,EKupi,82999.0,82999.0,82999.0,82999.0,82999.0
72248,PHONE,EKupi,84990.0,84990.0,84990.0,84990.0,84990.0
72249,PHONE,EKupi,84990.0,84990.0,84990.0,84990.0,84990.0
72250,PHONE,EKupi,114990.0,114990.0,114990.0,110990.0,110990.0
72251,PHONE,EKupi,119990.0,119990.0,119990.0,119990.0,119990.0
72252,PHONE,EKupi,45890.0,45890.0,45890.0,45890.0,45890.0
72253,PHONE,EKupi,61990.0,61990.0,61990.0,61990.0,61990.0
72254,PHONE,EKupi,47890.0,47890.0,47890.0,47890.0,47890.0
72255,PHONE,EKupi,61990.0,61990.0,61990.0,61990.0,61990.0
72256,PHONE,EKupi,77990.0,77990.0,77990.0,77990.0,77990.0
72257,PHONE,EKupi,45890.0,45890.0,45890.0,45890.0,45890.0
72258,PHONE,EKupi,77990.0,77990.0,77990.0,77990.0,77990.0
72259,PHONE,EKupi,53990.0,53990.0,53990.0,53990.0,53990.0
72260,PHONE,EKupi,77990.0,77990.0,77990.0,77990.0,77990.0
72261,PHONE,EKupi,77990.0,77990.0,77990.0,77990.0,77990.0
72262,PHONE,EKupi,45890.0,45890.0,45890.0,45890.0,45890.0
72263,PHONE,EKupi,47890.0,47890.0,47890.0,47890.0,47890.0
72264,PHONE,EKupi,77990.0,77990.0,77990.0,77990.0,77990.0
72265,PHONE,EKupi,47890.0,47890.0,47890.0,47890.0,47890.0
72266,PHONE,EKupi,45890.0,45890.0,45890.0,45890.0,45890.0
72267,PHONE,EKupi,53990.0,53990.0,53990.0,53990.0,53990.0
72268,PHONE,EKupi,53990.0,53990.0,53990.0,53990.0,53990.0
72269,PHONE,EKupi,53990.0,53990.0,53990.0,53990.0,53990.0
72270,PHONE,EKupi,47890.0,47890.0,47890.0,47890.0,47890.0
72271,PHONE,EKupi,61990.0,61990.0,61990.0,61990.0,61990.0
72272,PHONE,EKupi,45890.0,45890.0,45890.0,45890.0,45890.0
72273,PHONE,EKupi,61990.0,61990.0,61990.0,61990.0,61990.0
72274,PHONE,EKupi,59990.0,59990.0,59990.0,56990.0,56990.0
72275,PHONE,EKupi,47890.0,47890.0,47890.0,47890.0,47890.0
72277,PHONE,EKupi,45890.0,45890.0,45890.0,45890.0,45890.0
72278,PHONE,EKupi,77990.0,77990.0,77990.0,77990.0,77990.0
72279,PHONE,EKupi,59990.0,59990.0,59990.0,56990.0,56990.0
72280,PHONE,EKupi,59990.0,59990.0,59990.0,56990.0,56990.0
72281,PHONE,EKupi,59990.0,59990.0,59990.0,56990.0,56990.0
72282,PHONE,EKupi,59990.0,59990.0,59990.0,56990.0,56990.0
72283,PHONE,EKupi,35999.0,35999.0,35999.0,34990.0,34990.0
72284,PHONE,EKupi,61990.0,61990.0,61990.0,61990.0,61990.0
72285,PHONE,EKupi,53990.0,53990.0,53990.0,53990.0,53990.0
72286,PHONE,EKupi,59990.0,59990.0,59990.0,56990.0,56990.0
72287,PHONE,EKupi,35999.0,35999.0,35999.0,34990.0,34990.0
72288,PHONE,EKupi,53990.0,53990.0,53990.0,53990.0,53990.0
72289,PHONE,EKupi,5699.0,5699.0,5699.0,5699.0,4999.0
72290,PHONE,EKupi,20999.0,19890.0,19890.0,19890.0,19890.0
72291,PHONE,EKupi,5699.0,5699.0,5699.0,6099.0,6099.0
72292,PHONE,EKupi,28399.0,24999.0,24999.0,24999.0,24999.0
72293,PHONE,EKupi,5699.0,5699.0,5699.0,6099.0,6099.0
72294,PHONE,EKupi,7999.0,8690.0,8690.0,8690.0,8690.0
72295,PHONE,EKupi,28399.0,24999.0,24999.0,24999.0,24999.0
