name,link,image,regular_price,category,store,date,discount_price
CPU AMD Ryzen 9 5950X 16-Core 3.4GHz AM4 72MB BOX w/o Cooler,https://www.anhoch.com/product/599871403/cpu-amd-ryzen-9-5950x-16-core-34ghz-am4-72mb-box-wo-cooler,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/100100000061wof_1.jpg,31980,CPU,Anhoch,2023-09-09,
CPU AMD Ryzen 9 7900X 12-Core 4.7GHz AM5 76MB BOX w/o Cooler,https://www.anhoch.com/product/599877765/cpu-amd-ryzen-9-7900x-12-core-47ghz-am5-76mb-box-wo-cooler,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/100100000589wof.jpg,32980,CPU,Anhoch,2023-09-09,
CPU AMD Ryzen 9 7950X 16-Core 4.5GHz AM5 80MB BOX w/o Cooler,https://www.anhoch.com/product/599877766/cpu-amd-ryzen-9-7950x-16-core-45ghz-am5-80mb-box-wo-cooler,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/100100000514wof.jpg,37280,CPU,Anhoch,2023-09-09,
CPU AMD Ryzen 9 7950X3D 16-Core 4.2GHz AM5 144MB BOX w/o Cooler,https://www.anhoch.com/product/599878901/cpu-amd-ryzen-9-7950x3d-16-core-42ghz-am5-144mb-box-wo-cooler,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/100100000908wof.jpg,45980,CPU,Anhoch,2023-09-09,
Air Conditioner Neo Pure Inverter System 3.5KW G12R32,https://www.anhoch.com/product/43512/air-conditioner-neo-pure-inverter-system-35kw-g12r32,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/g12r32.jpg,20990,AC,Anhoch,2023-09-09,
Air Conditioner Neo SMART Wifi Inverter 3.5KW G12R32,https://www.anhoch.com/product/599866107/air-conditioner-neo-smart-wifi-inverter-35kw-g12r32,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/neoklima.jpg,22990,AC,Anhoch,2023-09-09,
Air Conditioner Neo Advance Wifi Inverter 3.5KW G12R32-22,https://www.anhoch.com/product/599866106/air-conditioner-neo-advance-wifi-inverter-35kw-g12r32-22,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/neoklima.jpg,29990,AC,Anhoch,2023-09-09,
Air Conditioner Neo Pure Inverter System 5.5KW G18R32,https://www.anhoch.com/product/43942/air-conditioner-neo-pure-inverter-system-55kw-g18r32,https://d1a68gwbwfmqto.cloudfront.net/img/products/full/thumbs/g18r32.jpg,32990,AC,Anhoch,2023-09-09,
"ACER SWiIFT 3, SF314-43-R2F9, Silver, 14'' Ryzen™ 3 5300U, 8G, 256GB, Linux",https://ddstore.mk/acer-swiift-3-sf314-43-r2f9-silver-14-fhd-amd-ryzentm-3-5300u-8g-ddr4-256gb-ssd-2xusb3-2-1xusbc-figerprint-card-reader-camera-hdmi-bt-linux.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/5/956529_77_w.jpg,32544,LAPTOP,DDStore,2023-09-09,
"HP OMEN 15-en0011nia, Ryzen 5-4600H, 15.6” FHD IPS 144Hz, 8GB, 512GB SSD, 1650Ti 4GB, W10H, Mica Silver",https://ddstore.mk/hp-nb-omen-15-en0011nia-ryzen-5-4600h-hexa-15-6-fhd-antiglare-ultraslim-ips-144hz-narrow-border-8gb-ddr4-2dm-3200-512gb-pcie-ssd-nvidia-geforce-1650ti-4gb-win10-home-mica-silver-3y.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/5/958114_97_w.jpg,60094,LAPTOP,DDStore,2023-09-09,
"ACER Swift 1 (SF114-33-P3EE), Silver, 14'', N5030, 8GB, 256GB, Linux",https://ddstore.mk/acer-swift-1-sf114-33-p3ee-silver-14-fhd-ips-intelr-pentiumr-silver-processor-n5030-8gb-ddr4-256gb-nvme-ssd-4xusb-figerprint-camera-hdmi-bt-linux.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/5/958275_63_w.jpg,24465,LAPTOP,DDStore,2023-09-09,
"ACER Swift 1 (SF114-33-P629), Gold, 14'', N5030, 8GB, 256GB, Linux",https://ddstore.mk/acer-swift-1-sf114-33-p629-gold-14-fhd-ips-intelr-pentiumr-silver-processor-n5030-8gb-ddr4-256gb-nvme-ssd-4xusb-figerprint-camera-hdmi-bt-linux.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/5/958276_94_w.jpg,24465,LAPTOP,DDStore,2023-09-09,
"ACER Swift 3, SF314-511-56XT, Silver, 14'' FHD, i5-1135G7, 16G, 512GB SSD, Linux",https://ddstore.mk/acer-swiift-3-sf314-511-56xt-silver-14-fhd-intelr-coretm-i5-1135g7-16g-ddr4-512gb-ssd-1xusb-type-c-thunderbolttm-4-1xusb-3-2-figerprint-camera-hdmi-bt-linux.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/981736_28_w.jpg,44255,LAPTOP,DDStore,2023-09-09,
"HP Pavilion 15-eg0611nia i5-1135G7, 15.6” FHD, 8GB DDR4, 256GB SSD, Intel Iris Xe, FreeDOS",https://ddstore.mk/hp-nb-pavilion-15-eg0611nia-intel-core-i5-1135g7-8m-cache-up-to-4-20-ghz-15-6-fhd-8gb-ddr4-2dm-3200-256gb-pcie-value-ssd-intel-iris-xe-graphics-freedos-1y.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/983866_5_w.jpg,39130,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkPad E15 Gen 3 Black 15,6"" R7 5700U, 16GB, 1TB NVMe, DOS",https://ddstore.mk/computersandlaptops/notebooksandaccessories/thinkpad-e15-gen-3-black-r7-5700u-16gb-1tb-nvme-15-6-dos-amd-ryzen-7-5700u-8c-16t-1-8-4-3ghz-4mb-l2-8mb-l3-8gb-soldered-ddr4-3200-8gb-so-dimm-ddr4-3200-up-to-2-pcie-1tb-ssd-m-2-2280-pcie-nvme-15-6-fhd-1920x1080-,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/984415_68_w.jpg,59099,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkBook 14 G2 ITL Mineral Grey 14"" i7-1165G7, 8GB, 512GB NVMe, Win 11 Pro",https://ddstore.mk/computersandlaptops/notebooksandaccessories/thinkbook-14-g2-itl-mineral-grey-i7-1165g7-8gb-512gb-nvme-14-win-11-pro-intel-core-i7-1165g7-4c-8t-2-8-4-7ghz-12mb-8gb-soldered-ddr4-3200-up-to-2-pcie-512gb-ssd-m-2-2242-pcie-nvme-14-fhd-1920x1080-ips-300nits-ag,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/984417_15_w.jpg,60500,LAPTOP,DDStore,2023-09-09,
"Lenovo IdeaPad 3 15ITL6 15,6"" Intel Celeron 6305, 4GB, 256GB",https://ddstore.mk/lenovo-ip-3-15itl6.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/985014_10_w.jpg,24942,LAPTOP,DDStore,2023-09-09,
DELL Vostro 3510 15.6 Full HD/ i5-1135G7/ 8GB/ 512GB/ GeForce MX350,https://ddstore.mk/dell-vostro-3510-procesor-intel-core-i5-1135g7-8mb-4-2ghz-grafichka-karta-nvidia-geforce-mx350-2gb-ram-memori-a-8gb-ddr4-3200mh.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988384_89_w.jpg,38999,LAPTOP,DDStore,2023-09-09,
DELL Vostro 3510 15.6 Full HD/ i5-1135G7/ 8GB/ 512GB/ Iris Xe,https://ddstore.mk/dell-vostro-3510-procesor-intel-core-i5-1135g7-8mb-4-2ghz-rafichka-karta-integrated-intel-iris-xe-graphics-ram-memori-a-8gb-ddr.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988386_85_w.jpg,36999,LAPTOP,DDStore,2023-09-09,
DELL Vostro 3510 15.6 Full HD/ i7-1165G7/ 16GB/ 512GB/ Intel HD,https://ddstore.mk/dell-vostro-3510-procesor-intelr-coretm-i7-1165g7-12m-cache-up-to-4-7ghz-intel-hd-grafichka-karta-ram-memori-a-16gb-ddr4-3200mh.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988387_33_w.jpg,49999,LAPTOP,DDStore,2023-09-09,
"ACER Aspire 3 15,6"" Pentium N5030/ 4GB/ 256GB/ FHD/ 4core",https://ddstore.mk/laptop-acer-pentium-n503015-6-4gb-256gb-fhd-4core.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988510_22_w.jpg,17061,LAPTOP,DDStore,2023-09-09,
"ACER Aspire 3 15.6"" Pentium N5030/ FHD/ 4GB/ 128GB/ Win10home",https://ddstore.mk/laptop-acer-pentium-n503015-6-fhd-4gb-128gb-win10home.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988512_18_w.jpg,17641,LAPTOP,DDStore,2023-09-09,
"HP 250G8 15.6"" i3-1005G1/ 8GB/ 256GB/ W10P",https://ddstore.mk/notebook-hp-250g8-i3-1005g115-6-8gb-256gb-win10pro.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988531_62_w.jpg,29248,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkPad T14s Gen 2 Black 14"" i7-1165G7, 16GB, 1TB NVMe, Win11DG Win10Pro",https://ddstore.mk/computersandlaptops/notebooksandaccessories/thinkpad-t14s-gen-2-black-i7-1165g7-16gb-1tb-nvme-14-win-11-dg-win-10-pro-intel-core-i7-1165g7-4c-8t-2-8-4-7ghz-12mb-16gb-soldered-lpddr4x-4266-1tb-ssd-m-2-2280-pcie-x4-nvme-opal2-14-fhd-1920x1080-low-power-ips-,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988768_77_w.jpg,118100,LAPTOP,DDStore,2023-09-09,
"HP 250 G8 15.6"" i3-1005G1/ 4GB/ 256GB",https://ddstore.mk/notebook-hp-250g8-i3-1005g115-6-4gb-256gb-2core.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988803_38_w.jpg,21007,LAPTOP,DDStore,2023-09-09,
"HP 250 G8 15.6"" i3-1005G1/ 8GB/ 256GB/ W10Home",https://ddstore.mk/notebook-hp-250g8-i3-1005g115-6-8gb-256gb-2core-w10home.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988804_66_w.jpg,26579,LAPTOP,DDStore,2023-09-09,
"Lenovo IP Gaming 3 15IHU6 15,6"" IPS, i5-11320H, 16GB, 512GB, RTX 3050, DOS, black",https://ddstore.mk/lenovo-ip-gaming-3-15ihu6.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/988974_38_w.jpg,44986,LAPTOP,DDStore,2023-09-09,
"HP EliteBook 850 G8 15.6"" EB850G8 i5-1135G7/ 16GB/ 512GB/ win10pro",https://ddstore.mk/notebook-hp-eb850g8-i5-1135g715-6-16gb-512gb-win10pro-3g.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/989003_2_w.jpg,71785,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkPad E15 Gen 2 Black i7-1165G7, 16GB, 1TB NVMe, 15,6"", DOS",https://ddstore.mk/computersandlaptops/notebooksandaccessories/thinkpad-e15-gen-2-black-i7-1165g7-16gb-1tb-nvme-15-6-dos-intel-core-i7-1165g7-4c-8t-2-8-4-7ghz-12mb-1x-16gb-ddr4-3200-up-to-2-pcie-1tb-ssd-m-2-2280-pcie-nvme-15-6-fhd-1920x1080-ips-250nits-ag-720p-with-privacy-,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/989543_37_w.jpg,65600,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkPad E14 Gen 4 Black 14"" i5-1235U, 16GB, 512G NVMe, DOS",https://ddstore.mk/computersandlaptops/notebooksandaccessories/thinkpad-e14-gen-4-black-i5-1235u-16gb-512g-nvme-14-dos-intel-core-i5-1235u-10c-2p-8e-12t-p-core-1-3-4-4ghz-e-core-0-9-3-3ghz-12mb-8gb-soldered-ddr4-3200-8gb-ddr4-3200-512gb-ssd-m-2-2242-pcie-nvme-14-fhd-1920x10,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/989629_12_w.jpg,54700,LAPTOP,DDStore,2023-09-09,
"ASUS X515EA-BQ312 15.6"" FULL HD/ i3-1115G4/ 8GB/ 256GB/ Intel UHD",https://ddstore.mk/asus-x515ea-bq312-slate-grey-procesor-intel-core-i3-1115g4-processor-3-0-ghz-6m-cache-up-to-4-1-ghz-2-cores-ram-memori-a-8gb-d.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/989691_15_w.jpg,21999,LAPTOP,DDStore,2023-09-09,
"ACER Aspire 5 (A515-56-35KA), 15.6"" FHD, i3-1115G4, Iris® Xe, 8 GB, 256GB SSD, Linux",https://ddstore.mk/acer-aspire-5-a515-56-35ka-15-6-fhd-1920-x-1080-resolution-intelr-coretm-i3-1115g4-irisr-xe-graphics-8-gb-256gb-pcie-nvme-ssd-3xusb-3-2-1xusb-c-hd-webcam-hdmi-wi-fi-6-ethernet-bt-linux-989770.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/989770_77_w.jpg,31185,LAPTOP,DDStore,2023-09-09,
"HP EliteBook 840 Aero G8, i7-1165G7, 14” FHD, 16GB, SSD 512GB, W10Pro",https://ddstore.mk/hp-nb-elitebook-840-aero-g8-intel-core-i7-1165g7-14-fhd-16gb-2x8gb-ddr4-3200-ssd-512gb-pcie-nvme-value-windows-10-pro-3y.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/989849_61_w.jpg,86993,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkPad E15 Gen 4 Black 15,6"" - i5-1235U, 16GB, 512GB NVMe, DOS",https://ddstore.mk/thinkpad-e15-gen-4-black-i5-1235u-16gb-512gb-nvme-15-6-dos.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/989850_68_w.jpg,55500,LAPTOP,DDStore,2023-09-09,
"ASUS K513EA-OLED-L511W 15.6"" Full HD/ i5-1135G7/ 8GB/ 512G/ Iris X/ Windows 11",https://ddstore.mk/asus-k513ea-oled-l511w-win-11-transparent-silver-procesor-intel-core-i5-1135g7-8m-cache-up-to-4-2-ghz-4-cores-ram-memori-a.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/8/989965_19_w.jpg,45998,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkPad E14 Gen 4 Black 14"" i7-1255U, 16GB, 512GB NVMe, DOS",https://ddstore.mk/computersandlaptops/notebooksandaccessories/thinkpad-e14-gen-4-black-i7-1255u-16gb-512gb-nvme-14-dos-intel-core-i7-1255u-10c-2p-8e-12t-p-core-1-7-4-7ghz-e-core-1-2-3-5ghz-12mb-8gb-soldered-ddr4-3200-8gb-ddr4-3200-512gb-ssd-m-2-2242-pcie-nvme-opal2-14-fhd-,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/990057_83_w.jpg,65990,LAPTOP,DDStore,2023-09-09,
"Acer Predator Helios 300 15,6"" IPS 144Hz i5-11400H, 16GB, 512GB SSD, RTX 3050 Ti GDDR6 PH315-54-54MC",https://ddstore.mk/acer-ph315-54-54mc.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/990167_42_w.jpg,53377,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkBook 14 G2 ITL Mineral Grey 14"" i7-1165G7, 16GB, 256GB NVMe, DOS",https://ddstore.mk/computersandlaptops/notebooksandaccessories/thinkbook-14-g2-itl-mineral-grey-i7-1165g7-16gb-256gb-nvme-14-dos-intel-core-i7-1165g7-4c-8t-2-8-4-7ghz-12mb-8gb-soldered-ddr4-3200-8gb-so-dimm-ddr4-3200-up-to-2-pcie-256gb-ssd-m-2-2242-pcie-3-0x4-nvme-14-fhd-19,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/990245_43_w.jpg,52900,LAPTOP,DDStore,2023-09-09,
"HP 250G8 15.6"" i3-1115G4/ 4GB/ 256GB SSD/ DOS",https://ddstore.mk/hp-250g8-15-6-i3-1115g4-4gb-256gb-ssd-dos.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/990263_12_w.png,20869,LAPTOP,DDStore,2023-09-09,
"DELL Latitude 5531 15.6"" FHD, i7-12800H, 32GB DDR5, 512GB SSD, Iris Xe, Win11Pro",https://ddstore.mk/computersandlaptops/notebooksandaccessories/dell-nb-latitude-5531-12th-gen-intel-core-i7-12800h-vpro-14c-20t-24mb-up-to-4-8ghz-15-6-fhd-1920x1080-ips-ag-250nits-32gb-1x32gb-ddr5-4800mhz-512gb-m-2-pcie-nvme-ssd-intel-iris-xe-graphics-wifi6e-bt5-2-bckl-kb-4,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/990301_90_w.jpg,93945,LAPTOP,DDStore,2023-09-09,
"DELL Latitude 5431 14"" FHD, i7-1270P, 16GB DDR5, 512GB SSD, Iris Xe, Win11Pro",https://ddstore.mk/computersandlaptops/notebooksandaccessories/dell-nb-latitude-5431-12th-gen-intel-core-i7-1270p-vpro-12c-16t-18mb-up-to-4-8ghz-14-fhd-1920x1080-ips-ag-250nits-16gb-1x16gb-ddr5-4800mhz-512gb-m-2-pcie-nvme-ssd-intel-iris-xe-graphics-wifi6e-bt5-2-fpr-scr-bckl,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/990302_16_w.jpg,77365,LAPTOP,DDStore,2023-09-09,
"HP 48M22EA 15.6"" i3-1115G4/ 4GB/ 256GB/ FreeDos Black",https://ddstore.mk/hp-48m22ea-15-6-i3-1115g4-4gb-256gb-freedos-black.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/990702_85_w.jpg,20891,LAPTOP,DDStore,2023-09-09,
"Lenovo IdeaPad 3 15IAU7 Arctic Grey 15,6"" i5-1235U, 16GB, 512GB NVMe, DOS",https://ddstore.mk/computersandlaptops/notebooksandaccessories/ideapad-3-15iau7-arctic-grey-i5-1235u-16gb-512gb-nvme-15-6-dos-intel-core-i5-1235u-10c-2p-8e-12t-p-core-1-3-4-4ghz-e-core-0-9-3-3ghz-12mb-8gb-soldered-ddr4-3200-8gb-so-dimm-ddr4-3200-up-to-2-drives-512gb-ssd-m-2,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/990694_41_w.jpg,29700,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkPad T16 Gen 1 Thunder Black 16"" i7-1260P, 16GB, 512GB NVMe, MX550 2GB, Win 11 Pro",https://ddstore.mk/computersandlaptops/notebooksandaccessories/thinkpad-t16-gen-1-thunder-black-i7-1260p-16gb-512gb-nvme-mx550-2gb-16-win-11-pro-intel-core-i7-1260p-12c-4p-8e-16t-p-core-2-1-4-7ghz-e-core-1-5-3-4ghz-18mb-16gb-soldered-ddr4-3200-512gb-ssd-m-2-2280-pcie-x4-nvm,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/990764_50_w.jpg,145090,LAPTOP,DDStore,2023-09-09,
"ASUS M3502QA-OLED-MA522W 15.6""/ AMD Ryzen 5 5600H/ 16GB/ 512GB/ AMD Radeon/ Win 11 (GRAY)",https://ddstore.mk/asus-m3502qa-oled-ma522w-win-11-gray-procesor-amd-ryzen-5-5600h-mobile-processor-6-core-12-thread-19mb-cache-up-to-4-2-ghz.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/991157_97_w.jpg,57999,LAPTOP,DDStore,2023-09-09,
"ACER Aspire 5 (A515-56G-32ZP), Blue 15.6"" FHD, i3-1115G4, 8GB, 256GB, GeForce® MX350, Linux",https://ddstore.mk/computersandlaptops/notebooksandaccessories/notebooks/acer-aspire-5-a515-56g-32zp-blue-15-6-fhd-1920-x-1080-resolution-intelr-coretm-i3-1115g4-nvidiar-geforcer-mx350-2gb-8-gb-ddr4-256gb-pcie-nvme-ssd-3xusb-3-2-1xusb-c-hd-webcam-hdmi-wi-fi-6-ethernet-bt-li,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/991187_28_w.jpg,31522,LAPTOP,DDStore,2023-09-09,
"ACER Nitro 5 (AN515-57-53A7), 15.6"" IPS 144Hz, i5-11400H, RTX™ 3050 4GB, 8 GB DDR4, 512GB SSD, Linux",https://ddstore.mk/computersandlaptops/notebooksandaccessories/acer-nitro-5-an515-57-53a7-15-6-fhd-1920-x-1080-ips-144hz-slimbezel-i5-11400h-nvidiar-geforce-rtxtm-3050-4gb-8-gb-ddr4-3200mhz-512gb-pcie-nvme-ssd-3xusb3-2-gen-1-with-power-off-charging-hd-webcam-tpm-hdmi-ethern,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/991194_4_w.jpg,53458,LAPTOP,DDStore,2023-09-09,
"ACER Aspire 5 (A515-56G-38BQ), Silver 15.6"" FHD, i3-1115G4, 2GB DDR4, 256GB, GeForce® MX450, Linux",https://ddstore.mk/computersandlaptops/notebooksandaccessories/acer-aspire-5-a515-56g-38bq-silver-15-6-fhd-1920-x-1080-resolution-intelr-coretm-i3-1115g4-nvidiar-geforcer-mx450-2gb-12-gb-ddr4-256gb-pcie-nvme-ssd-3xusb-3-2-1xusb-c-hd-webcam-hdmi-wi-fi-6-ethernet-bt-linux.htm,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/991198_7_w.jpg,38033,LAPTOP,DDStore,2023-09-09,
"ACER Aspire 5 (A515-56G-50Y0), Silver 15.6"" FHD, i5-1135G7, 12GB DDR4, 256GB, GeForce® MX450, Linux",https://ddstore.mk/computersandlaptops/notebooksandaccessories/acer-aspire-5-a515-56g-50y0-silver-15-6-fhd-1920-x-1080-resolution-intelr-coretm-i5-1135g7-nvidiar-geforcer-mx450-2gb-12-gb-ddr4-256gb-pcie-nvme-ssd-3xusb-3-2-1xusb-c-hd-webcam-hdmi-wi-fi-6-ethernet-bt-linux.htm,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/991199_12_w.jpg,40006,LAPTOP,DDStore,2023-09-09,
"Lenovo ThinkBook 15 G4 IAP Mineral Grey 15,6"" i7-1255U, 16GB, 512GB NVMe, DOS",https://ddstore.mk/computersandlaptops/notebooksandaccessories/thinkbook-15-g4-iap-mineral-grey-i7-1255u-16gb-512gb-nvme-15-6-dos-intel-core-i7-1255u-10c-2p-8e-12t-p-core-1-7-4-7ghz-e-core-1-2-3-5ghz-12mb-8gb-soldered-ddr4-3200-8gb-ddr4-3200-512gb-ssd-m-2-2242-pcie-nvme-15-,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/991469_5_w.jpg,59500,LAPTOP,DDStore,2023-09-09,
"DELL Vostro 5510, i5-11320H, 15.6"" FHD, 16GB, 512GB SSD, Intel Iris Xe, Win11Pro, Titan Gray",https://ddstore.mk/pid/991684,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/991684_61_w.jpg,58573,LAPTOP,DDStore,2023-09-09,
"DELL G15 5520, 12th Gen. i5-12500H, 15.6"" FHD, 8GB, 512GB SSD, RTX 3050 4GB, Ubuntu, Dark Shadow Grey",https://ddstore.mk/pid/991685,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/991685_26_w.jpg,62995,LAPTOP,DDStore,2023-09-09,
"ASUS M3402QA-OLED-KM522W 14""/ AMD Ryzen 5 5600H/ 16GB/ 512GB/ AMD Radeon/ Windows 11 Home",https://ddstore.mk/asus-m3402qa-oled-km522w-win-11-silver-amd-ryzen-5-5600h-19mb-cache-up-to-4-2-ghz-16gb-ddr4-512gb-m-2-nvme-pcie-3-0-perfo.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/991850_54_w.jpg,57999,LAPTOP,DDStore,2023-09-09,
"ASUS X1502ZA-BQ511 15.6"" FHD/ i5-1235U/ 8GB/ 512GB/ Iris X/ Quiet Blue",https://ddstore.mk/asus-x1502za-bq511-quiet-blue-procesor-intel-core-i5-1235u-processor-1-3-ghz-10m-cache-up-to-4-4-ghz-10-cores-ram-memori.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/992060_44_w.jpg,35999,LAPTOP,DDStore,2023-09-09,
"HP ProBook 440 G9, i7-1215U, 14’’ FHD, 8GB DDR4, 512GB SSD, Pike Silver Aluminum, Free DOS",https://ddstore.mk/hp-nb-probook-440-g9-intel-i7-1215u-14-fhd-1920x1080-8gb-1x8gb-ddr4-3200-512gb-pcie-nvme-value-ssd-pike-silver-aluminum-free-dos-1y.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/992123_76_w.jpg,53047,LAPTOP,DDStore,2023-09-09,
"HP ProBook 450 G9, i5-1235U, 15.6” FHD, 8GB DDR4, 512GB SSD, MX570 2GB, FreeDOS, Pike Silver Aluminum",https://ddstore.mk/hp-nb-probook-450-g9-intel-i5-1235u-15-6-fhd-8gb-ddr4-3200-512gb-ssd-pcie-nvme-mx570-2gb-graphics-freedos-pike-silver-aluminum-1y-992124.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/992124_26_w.jpg,54815,LAPTOP,DDStore,2023-09-09,
"HP NB 250 G9, Intel Core i3-1215U (10 MB Cache, up to 4.40 GHz), 15.6"" FHD (1920 x 1080) AG, 8GB (1x8GB) DDR4 3200, 256GB PCIe NVMe SSD, Intel UHD Graphics, No-DVD, Webcam, BT, Wireless, FreeDOS,3cell, Dark Silver, 1Y,",https://ddstore.mk/computersandlaptops/notebooksandaccessories/notebooks/hp-nb-250-g9-intel-core-i3-1215u-10-mb-cache-up-to-4-40-ghz-15-6-fhd-1920-x-1080-ag-8gb-1x8gb-ddr4-3200-256gb-pcie-nvme-ssd-intel-uhd-graphics-no-dvd-webcam-bt-wireless-freedos-3cell-dark-silver-1y.htm,https://ddstore.mk/media/catalog/product/placeholder/default/small_image.jpg,30939,LAPTOP,DDStore,2023-09-09,
"ACER Aspire 3 (A315-58-53H3), Silver, 15.6"" FHD, i5-1135G7, 8GB, 512GB, Linux",https://ddstore.mk/acer-aspire-3-a315-58-53h3-silver-15-6-fhd-1920-x-1080-resolution-intelr-coretm-i5-1135g7-8gb-512gb-nvme-ssd-3xusb-camera-hdmi-ethernet-bt-linux.html,https://ddstore.mk/media/catalog/product/cache/465695414e046942d7654eb8e28a498b/9/9/992173_26_w.jpg,27749,LAPTOP,DDStore,2023-09-09,
